__time,/unconstrained_mpc/mpc_data/ctrl_input/force/x,/unconstrained_mpc/mpc_data/ctrl_input/force/y,/unconstrained_mpc/mpc_data/ctrl_input/force/z,/unconstrained_mpc/mpc_data/ctrl_input/torque/x,/unconstrained_mpc/mpc_data/ctrl_input/torque/y,/unconstrained_mpc/mpc_data/ctrl_input/torque/z,/unconstrained_mpc/mpc_data/delay/data,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/x,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/y,/unconstrained_mpc/mpc_data/desired_robot_vel/angular/z,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/x,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/y,/unconstrained_mpc/mpc_data/desired_robot_vel/linear/z,/unconstrained_mpc/mpc_data/header/stamp/nanosec,/unconstrained_mpc/mpc_data/header/stamp/sec,/unconstrained_mpc/mpc_data/robot_vel/angular/x,/unconstrained_mpc/mpc_data/robot_vel/angular/y,/unconstrained_mpc/mpc_data/robot_vel/angular/z,/unconstrained_mpc/mpc_data/robot_vel/linear/x,/unconstrained_mpc/mpc_data/robot_vel/linear/y,/unconstrained_mpc/mpc_data/robot_vel/linear/z
1731295653.643532,-0.000308949,-0.000001034,-11.054946840,0.000000000,0.000000000,0.018581736,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001194874,0.000001678,-0.000000002,-0.000000000
1731295653.653155,-0.000350060,-0.000000980,-11.054946814,0.000000000,0.000000000,0.020009899,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001081992,0.000002005,-0.000000003,-0.000000000
1731295653.663247,-0.000370390,-0.000000961,-11.054946809,0.000000000,0.000000000,0.017593039,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000684382,0.000002100,-0.000000003,-0.000000000
1731295653.674078,-0.000435876,-0.000000872,-11.054946800,0.000000000,0.000000000,0.014485430,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000307176,0.000002652,-0.000000004,-0.000000000
1731295653.684855,-0.000474044,-0.000000820,-11.054946787,0.000000000,0.000000000,0.005355496,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000477986,0.000002894,-0.000000004,-0.000000001
1731295653.694957,-0.000433132,-0.000000868,-11.054946796,0.000000000,0.000000000,-0.002952698,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001048829,0.000002315,-0.000000003,-0.000000000
1731295653.705256,-0.000447832,-0.000000808,-11.054946801,0.000000000,0.000000000,-0.012663077,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001623059,0.000002336,-0.000000004,-0.000000000
1731295653.715273,-0.000408480,-0.000000803,-11.054946815,0.000000000,0.000000000,-0.015259005,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001521954,0.000001803,-0.000000003,-0.000000000
1731295653.725493,-0.000358299,-0.000000840,-11.054946825,0.000000000,0.000000000,-0.014676205,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001186937,0.000001190,-0.000000003,-0.000000000
1731295653.735823,-0.000382189,-0.000000623,-11.054946849,0.000000000,0.000000000,-0.021269885,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001486831,0.000001367,-0.000000005,0.000000000
1731295653.745962,-0.000334580,-0.000000630,-11.054946855,0.000000000,0.000000000,-0.017594162,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000912220,0.000000805,-0.000000005,0.000000000
1731295653.756063,-0.000316252,-0.000000544,-11.054946866,0.000000000,0.000000000,-0.012598212,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000341462,0.000000573,-0.000000005,0.000000000
1731295653.766402,-0.000298508,-0.000000519,-11.054946866,0.000000000,0.000000000,-0.005319021,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000302849,0.000000359,-0.000000005,0.000000000
1731295653.776563,-0.000293044,-0.000000376,-11.054946870,0.000000000,0.000000000,0.003600161,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000955550,0.000000283,-0.000000006,0.000000000
